	graphemes	phonemes	phones	lang
2577	day	dˈeɪ	dˈeɪ	eng
2578	and	ʌnd	æn	eng
2579	the	ðen	ðen	eng
2580	oh	ˈoʊ	ˈoʊ	eng
2581	I	ˈaɪ	ˈaɪ	eng
2582	finally	fˈaɪnʌli	fˈanʌli	eng
2583				eng
2584	find	fˈaɪnd	fˈaɪnd	eng
2585	myself	mˌaɪsˈɛlf	mˌaɪsˈɛlf	eng
2586				eng
2587				eng
2588				eng
2589				eng
2590				eng
2591				eng
2592				eng
2593	you	jˈu	jˈu	eng
2594	you	jˈu	jˈu	eng
2595	never	nˈɛvɝ	nˈɛvɝ	eng
2596	try	tɹˈaɪ	tɹˈaɪ	eng
2597	the	ðʌ	ðʌ	eng
2598	foods	fˈudz	fˈudz	eng
2599	he	hˈi	xˈi	eng
2600	makes	mˈeɪks	mˈeɪks	eng
2601	she	ʃˈi	ʃˈi	eng
2602	makes?	mˈeɪks?	mˈeɪks?	eng
2603				eng
2604				eng
2605				eng
2606				eng
2607				eng
2608	my	mˈaɪ	mˈaɪ	eng
2609	my	mˈaɪ	mˈaɪ	eng
2610	childhood	ʧˈaɪldhˌʊd	ʧˈaɪldhˌʊd	eng
2611	is	ˈɪz	ˈɪz	eng
2612	all	ˈɔl	ˈɔl	eng
2613	is	ˈɪz	ˈɪz	eng
2614	almost	ˈɔlmˌoʊst	ˈɔlmˌoʊst	eng
2615	about	ʌbˈaʊt	ʌbˈaʊʔ	eng
2616	ehm	ɛm	ɛm	eng
2617	playing	plˈeɪɪŋ	plˈeɪɪn	eng
2618	instrument	ˈɪnstɹʌmʌnt	ˈɪnstɹʌmʌnt	eng
2619				eng
2620	playing	plˈeɪɪŋ	plˈeɪɪŋ	eng
2621	a	ʌ	ʌ	eng
2622	Chinese	ʧaɪnˈiz	ʧaɪnˈiz	eng
2623	traditional	tɹʌdˈɪʃʌnʌl	tɹʌdˈɪʃʌnʌl	eng
2624	instrument	ˈɪnstɹʌmʌnt	ˈɪnstɹʌmʌn	eng
2625	and	ʌnd	æn	eng
2626				eng
2627	it's	ˈɪts	ˈɪts	eng
2628	it's	ˈɪts	ˈɪts	eng
2629	quite	kwˈaɪt	kwˈaɪt	eng
2630	a	ʌ	ʌ	eng
2631	happy	hˈæpi	hˈæpi	eng
2632	time	tˈaɪm	tˈam	eng
2633	when	wˈɛn	wˈɛn	eng
2634	you	jˈu	jˈu	eng
2635	when	wən	wə	eng
2636	you	jˈu	jˈu	eng
2637	play	plˈeɪ	plˈeɪ	eng
2638	it	ˈɪt	ˈɪt	eng
2639				eng
2640	ehm	ɛm	ɛm	eng
2641	coz	kˈɑz	kˈɑz	eng
2642	I	ˈaɪ	ˈaɪ	eng
2643				eng
2644	I	ˈaɪ	ˈaɪ	eng
2645	didn't	dˈɪdʌnt	dˈɪdʌnt	eng
2646	take	tˈeɪk	tˈeɪk	eng
2647				eng
2648	the	ðʌ	ðə	eng
2649	exam	ɪgzˈæm	ɪgzˈæm	eng
2650	when	wˈɛn	wˈən	eng
2651	I	ˈaɪ	ˈaɪ	eng
2652	need	nˈid	nˈid	eng
2653	to	tˈu	tˈu	eng
2654	go	gˈoʊ	gˈoʊ	eng
2655	to	tˈu	tˈu	eng
2656	the	ðʌ	ðəʔ	eng
2657	primary	pɹˈaɪmˌɛɹi	pɹˈaɪmˌɛɹi	eng
2658	school	skˈul	skˈʊl	eng
2659	from	fɹˈʌm	fɹˈʌm	eng
2660	the	ðʌ	ðəʔ	eng
2661				eng
2662	from	fɹˈʌm	fɹˈʌm	eng
2663	the	ðʌ	ðə	eng
2664				eng
2665	from	fɹˈʌm	fɹˈʌm	eng
2666	primary	pɹˈaɪmˌɛɹi	pɹˈaɪmˌɛɹi	eng
2667	school	skˈul	skˈʊl	eng
2668	to	tˈu	tˈu	eng
2669	middle	mˈɪdʌl	mˈɪdʌl	eng
2670	school	skˈul	skˈʊl	eng
2671	yeah	jˈæ	jˈæ	eng
2672	I	ˈaɪ	ˈaɪ	eng
2673	I	ˈaɪ	ˈaɪ	eng
2674	didn't	dˈɪdʌnt	dˈɪdʌnt	eng
2675	take	tˈeɪk	tˈeɪk	eng
2676	the	ðʌ	ði	eng
2677	exam	ɪgzˈæm	ɪgzˈæm	eng
2678	coz	kˈɑz	kˈɑz	eng
2679	I	ˈaɪ	ˈaɪ	eng
2680	got	gˈɑt	gˈɑt	eng
2681	the	ðʌ	ðə	eng
2682	first	fˈɝst	fˈɝst	eng
2683	price	pɹˈaɪs	pɹˈaɪs	eng
2684	of	ˈʌv	ˈʌv	eng
2685	a	ʌ	ʌ	eng
2686	of	ˈʌv	ˈʌv	eng
2687	an	ˈæn	ˈæn	eng
2688	instrument's	ˈɪnstɹʌmʌntz	ˈɪnstɹʌmʌntz	eng
2689	contest	kˈɑntɛst	kˈɑntæst	eng
2690				eng
2691	at	ˈæt	ˈæt	eng
2692	that	ðˈæt	ðˈæt	eng
2693	time	tˈaɪm	tˈaɪm	eng
2694				eng
2695	then	ðˈɛn	ðˈɛn	eng
2696	I	ˈaɪ	ˈaɪ	eng
2697	dont	downt	downt	eng
2698	need	nˈid	nˈid	eng
2699	to	tˈu	tˈu	eng
2700	take	tˈeɪk	tˈeɪk	eng
2701	the	ðʌ	ði	eng
2702	exam	ɪgzˈæm	ɪzˈæm	eng
2703	and	ʌnd	æn	eng
2704				eng
2705	I	ˈaɪ	ˈaɪ	eng
2706	was	wˈɑz	wˈɑz	eng
2707	a	ʌ	ʌ	eng
2708	kind	kˈaɪnd	kˈaɪnd	eng
2709	of	ˈʌv	ˈʌv	eng
2710	star	stˈɑɹ	stˈɑɹ	eng
2711				eng
2712				eng
2713	mh	ˈɛmˈ	ˈɛmˈ	eng
2714				eng
2715	I	ˈaɪ	ˈaɪ	eng
2716	yeah	jˈæ	jˈæ	eng
2717	I	ˈaɪ	ˈaɪ	eng
2718	have	hˈæv	hˈæ	eng
2719	to	tˈu	tˈu	eng
2720	I	ˈaɪ	ˈaɪ	eng
2721	have	hˈæv	hˈæv	eng
2722	to	tˈu	tˈu	eng
2723	focus	fˈoʊkʌs	fˈoʊkəs	eng
2724	I	ˈaɪ	ˈaɪ	eng
2725	have	hˈæv	hˈæv	eng
2726	to	tˈu	tˈu	eng
2727				eng
2728	uh	ˈʌ	ˈʌ	eng
2729				eng
2730	stop	stˈɑp	stˈɑp	eng
2731	it	ˈɪt	ˈɪt	eng
2732				eng
2733	give	gˈɪv	gˈɪv	eng
2734	up	ˈʌp	ˈʌp	eng
2735	for	fˈɔɹ	fˈɔɹ	eng
2736	it	ˈɪt	ˈɪt	eng
2737				eng
2738	in	ɪn	ɪn	eng
2739	middle	mˈɪdʌl	mˈɪdʌl	eng
2740	school	skˈul	skˈʊl	eng
2741	coz	kˈɑz	kˈɑz	eng
2742	I	ˈaɪ	ˈaɪ	eng
2743	need	nˈid	nˈid	eng
2744	more	mˈɔɹ	mˈɔɹ	eng
2745	time	tˈaɪm	tˈaɪm	eng
2746	to	tˈu	tˈu	eng
2747	study	stˈʌdi	stˈʌɹdi	eng
2748	to	tˈu	tˈu	eng
2749	study	stˈʌdi	stˈʌdi	eng
2750	mathematics	mˌæθʌmˈætɪks	mˌæθmˈætɪks	eng
2751				eng
2752	but	bˈʌt	bˈʌʔ	eng
2753	but	bˈʌt	bˈʌt	eng
2754	my	mˈaɪ	mˈaɪ	eng
2755	childhood	ʧˈaɪldhˌʊd	ʧˈaɪldhˌʊd	eng
2756	is	ˈɪz	ˈɪz	eng
2757	happy	hˈæpi	hˈæpi	eng
2758				eng
2759	because	bɪkˈɔz	bɪkˈɔz	eng
2760	because	bɪkˈɔz	bɪkˈɔz	eng
2761	of	ˈʌv	ˈʌv	eng
2762	the	ðʌ	ði	eng
2763	instrument	ˈɪnstɹʌmʌnt	ˈɪnstɹʌmʌnt	eng
2764				eng
2765	uh	ˈʌ	ˈʌ	eng
2766				eng
2767	guzheng	ɡuzhɛŋ	ɡuzhɛŋ	eng
2768				eng
2769	I	ˈaɪ	ˈaɪ	eng
2770	I	ˈaɪ	ˈaɪ	eng
2771	learned	lˈɝnd	lˈɝn	eng
2772	for	fˈɔɹ	fˈɔɹ	eng
2773	five	fˈaɪv	fˈaɪ	eng
2774	five	fˈaɪv	fˈaɪv	eng
2775	years	jˈɪɹz	jˈɪɹz	eng
2776				eng
2777	and	ʌnd	æn	eng
2778				eng
2779	mh	ˈɛmˈ	ˈɛmˈ	eng
2780				eng
2781	got	gˈɑt	gˈɑt	eng
2782	the	ðʌ	ðə	eng
2783	highest	hˈaɪʌst	hˈaɪʌstə	eng
2784				eng
2785	degree	dɪgɹˈi	dɪgɹˈi	eng
2786	that	ðˈæt	ðˈæt	eng
2787				eng
2788	uh	ˈʌ	ˈʌ	eng
2789				eng
2790	non	nˈɑn	nˈɑŋ	eng
2791				eng
2792	professional	pɹʌfˈɛʃʌnʌl	pɹʌfˈɛʃʌnʌl	eng
2793	people	pˈipʌl	pˈipʌl	eng
2794	can	kˈæn	kˈæn	eng
2795	get	gˈɛt	gˈɛt	eng
2796				eng
2797	coz	kˈɑz	kˈɑz	eng
2798	I	ˈaɪ	ˈaɪ	eng
2799	actually	ˈækʧˌuʌli	ˈækʧˌuʌlɪ	eng
2800	I	ˈaɪ	ˈaɪ	eng
2801	want	wˈɑnt	wˈɑnt	eng
2802	to	tˈu	tˈu	eng
2803				eng
2804	I	ˈaɪ	ˈaɪ	eng
2805	want	wˈɑnt	wˈɑnt	eng
2806	to	tˈu	tˈu	eng
2807	be	bˈi	bˈi	eng
2808	a	ʌ	ʌ	eng
2809	professional	pɹʌfˈɛʃʌnʌl	pɹʌfˈɛʃʌnʌl	eng
2810				eng
2811	people	pˈipʌl	pˈipʌl	eng
2812				eng
2813	who	hˈu	hˈu	eng
2814	plays	plˈeɪz	plˈeɪz	eng
2815	the	ðʌ	ðə	eng
2816	instrument	ˈɪnstɹʌmʌnt	ˈɪnstɹʌmʌn	eng
2817	but	bˈʌt	bˈʌt	eng
2818	my	mˈaɪ	mˈaɪ	eng
2819	family	fˈæmʌli	fˈæmʌli	eng
2820	can't	kˈænt	kˈant	eng
2821				eng
2822	support	sʌpˈɔɹt	sʌpˈɔɹt	eng
2823	me	mˈi	mˈi	eng
2824				eng
2825	when	wˈɛn	wˈɛn	eng
2826	when	wˈɛn	wˈɛ	eng
2827	I	ˈaɪ	ˈaɪ	eng
2828	was	wˈɑz	wˈɑz	eng
2829	a	ʌ	ʌ	eng
2830	little	lˈɪtʌl	lˈɪtʌl	eng
2831	child	ʧˈaɪld	ʧˈaɪld	eng
2832				eng
2833	mh	ˈɛmˈ	ˈɛmˈ	eng
2834				eng
2835	it's	ˈɪts	ˈɪts	eng
2836	it's	ˈɪts	ˈɪts	eng
2837	cruel	kɹˈuʌl	kɹˈuʌl	eng
2838	when	wˈɛn	wˈən	eng
2839	your	jˈɔɹ	jˈɔɹʔ	eng
2840	dream	dɹˈim	dɹˈim	eng
2841	has	hˈæz	hˈæz	eng
2842	to	tˈu	tˈu	eng
2843	be	bˈi	bˈi	eng
2844	stopped	stˈɑpt	stˈɔpt	eng
2845	has	hˈæz	hˈæz	eng
2846	to	tˈu	tˈu	eng
2847	be	bˈi	bˈi	eng
2848	give	gˈɪv	gˈɪv	eng
2849	up	ˈʌp	ˈʌp	eng
2850	but	bˈʌt	bˈʌ	eng
2851				eng
2852	it's	ˈɪts	ˈɪts	eng
2853	life	lˈaɪf	lˈaɪf	eng
2854				eng
2855	you	jˈu	jˈʊ	eng
2856	you	jˈu	jˈʊ	eng
2857	you	jˈu	jˈu	eng
2858	can't	kˈænt	kˈan	eng
2859	ehm	ɛm	ɛm	eng
2860				eng
2861	how	hˈaʊ	hˈaʊ	eng
2862	to	tˈu	tˈu	eng
2863	say	sˈeɪ	sˈeɪ	eng
2864	you	jˈu	jˈu	eng
2865	ehm	ɛm	ɛm	eng
2866	you	jˈu	jˈu	eng
2867	cant	kˈænt	kˈant	eng
2868	blame	blˈeɪm	blˈeɪm	eng
2869	them	ðˈɛm	ðˈɛm	eng
2870	for	fˈɔɹ	fˈɔɹ	eng
2871	stopping	stˈɑpɪŋ	stˈɑɹpɪn	eng
2872	your	jˈɔɹ	jˈɔɹ	eng
2873	dreams	dɹˈimz	dɹˈimz	eng
2874	but	bˈʌt	bˈʌ	eng
2875				eng
2876	you	jˈu	jˈyʔ	eng
2877	still	stˈɪl	stˈɪl	eng
2878	have	hˈæv	hˈæv	eng
2879	other	ˈʌðɝ	ˈʌðɝ	eng
2880	choices	ʧˈɔɪsʌz	ʧˈɔɪsʌz	eng
2881	coz	kˈɑz	kˈɑz	eng
2882	/meɪ/	meɪ	meɪ	eng
2883	maybe	mˈeɪbi	mˈeɪbi	eng
2884	I	ˈaɪ	ˈaɪ	eng
2885	was	wˈɑz	wˈɑz	eng
2886	born	bˈɔɹn	bˈɔɹn	eng
2887	for	fˈɔɹ	fˈɔɹʔ	eng
2888	the	ðʌ	ðə	eng
2889	instrument	ˈɪnstɹʌmʌnt	ˈɪnstɹʌmʌnt	eng
2890	but	bˈʌt	bˈʌ	eng
2891				eng
2892	how	hˈaʊ	hˈaʊ	eng
2893	can	kˈæn	kˈæn	eng
2894	know	nˈoʊ	nˈoʊ	eng
2895	that	ðˈæt	ðˈæt	eng
2896	you	jˈu	jˈu	eng
2897	you're	jˈʊɹ	jˈʊɹ	eng
2898	not	nˈɑt	nˈɑt	eng
2899	born	bˈɔɹn	bˈɔɹn	eng
2900	for	fˈɔɹ	fˈɔɹ	eng
2901	linguistics	lɪŋgwˈɪstɪks	lɪŋgwˈɪstɪks	eng
2902				eng
2903				eng
2904	I	ˈaɪ	ˈaɪ	eng
2905	tell	tˈɛl	tˈɛl	eng
2906	me	mˈi	mˈi	eng
2907	every	ˈɛvɝi	ˈɛvɝi	eng
2908	day	dˈeɪ	dˈeɪ	eng
2909				eng
2910	hm	hʌm	hʌm	eng
2911	you	jˈu	jˈu	eng
2912	need	nˈid	nˈid	eng
2913	to	tˈu	tˈu	eng
2914	write	ɹˈaɪt	ɹˈaɪt	eng
2915	you	jˈu	jˈu	eng
2916	need	nˈid	nˈid	eng
2917	to	tˈu	tˈu	eng
2918	read	ɹˈɛd	ɹˈɪd	eng
2919	you	jˈu	jˈu	eng
2920	need	nˈid	nˈid	eng
2921	to	tˈu	tˈu	eng
2922	learn	lˈɝn	lˈɝn	eng
2923	linguistics	lɪŋgwˈɪstɪks	lɪŋgwˈɪstɪks	eng
2924				eng
2925	you	jˈu	jˈu	eng
2926	you	jˈu	jˈu	eng
2927	are	ˈɑɹ	ˈɑɹ	eng
2928	born	bˈɔɹn	bˈɔɹn	eng
2929	for	fˈɔɹ	fˈɔɹ	eng
2930	linguist	lˈɪŋgwɪst	lˈɪŋgwɪst	eng
2931	linguist	lˈɪŋgwɪst	lˈɪŋgwɪst	eng
2932				eng
2933				eng
2934	you	jˈu	jˈʊ	eng
2935	you	jˈu	jˈʔ	eng
2936	you	jˈu	jˈu	eng
2937	learn	lˈɝn	lˈɝn	eng
2938	linguistics	lɪŋgwˈɪstɪks	lɪŋgwˈɪstɪks	eng
2939	just	ʤˈʌst	ʤˈʌst	eng
2940	for	fˈɔɹ	fˈɔɹ	eng
2941	just	ʤˈʌst	ʤˈʌs	eng
2942	for	fˈɔɹ	fˈɔɹ	eng
2943	getting	gˈɛtɪŋ	gˈɛtɪŋ	eng
2944	a	ʌ	ʌ	eng
2945	job	ʤˈɑb	ʤˈɔb	eng
2946	no?	nˈoʊ?	nˈoʊ?	eng
2947				eng
2948	you	jˈu	jˈu	eng
2949	like	lˈaɪk	lˈaɪk	eng
2950	it	ˈɪt	ˈɪt	eng
2951	yeah	jˈæ	jˈæ	eng
2952				eng
2953	yeah	jˈæ	jˈæ	eng
2954	that's	ðˈæts	ðˈæs	eng
2955	true	tɹˈu	tɹˈu	eng
2956				eng
2957	and	ʌnd	ænʔ	eng
2958	/ɪ/	ɪ	ɪ	eng
2959	if	ˈɪf	ˈɪf	eng
2960	I	ˈaɪ	ˈaɪ	eng
2961	stop	stˈɑp	stˈɑp	eng
2962	now	nˈaʊ	nˈaʊ	eng
2963	then	ðˈɛn	ðˈən	eng
2964	/w/	w	w	eng
2965	what	wˈʌt	wˈʌt	eng
2966	else	ˈɛls	ˈɛls	eng
2967	I	ˈaɪ	ˈaɪ	eng
2968	can	kˈæn	kˈæn	eng
2969	do?	dˈu?	dˈu?	eng
2970	I	ˈaɪ	ˈaɪ	eng
2971	can	kˈæn	kˈæn	eng
2972	only	ˈoʊnli	ˈoʊnli	eng
2973	focus	fˈoʊkʌs	fˈoʊkʌs	eng
2974	on	ˈɑn	ˈɑn	eng
2975				eng
2976	literature	lˈɪtɝʌʧɝ	lˈɪtɝʌʧɝ	eng
2977	hard	hˈɑɹd	hˈɑɹd	eng
2978	translation	tɹænzlˈeɪʃʌn	tɹænzlˈeɪʃʌn	eng
2979	not	nˈɑt	nˈɑt	eng
2980	interesting	ˈɪntʌɹˌɛstɪŋ	ˈɪntʌɹˌɛstɪŋ	eng
2981				eng
2982	though	ðˈoʊ	ðˈoʊ	eng
2983	though	ðˈoʊ	ðˈoʊ	eng
2984	they	ðˈeɪ	ðˈeɪ	eng
2985	have	hˈæv	hˈæv	eng
2986	theories	θˈɪɹiz	θˈɪɹiz	eng
2987	but	bˈʌt	bˈʌʔ	eng
2988	ehm	ɛm	ɛm	eng
2989				eng
2990	no	nˈoʊ	nˈoʊ	eng
2991	not	nˈɑt	nˈɑt	eng
2992	not	nˈɑt	nˈɑt	eng
2993	intersting	ɪntɹ̩stɪŋ	ɪntɹ̩stɪn	eng
2994	than	ðˈæn	ðˈæn	eng
2995	linguistics	lɪŋgwˈɪstɪks	lɪŋgwˈɪstɪks	eng
2996	at	ˈæt	ˈæt	eng
2997	at	ˈæt	ˈæt	eng
2998	least	lˈist	lˈist	eng
2999	you	jˈu	jˈu	eng
3000	have	hˈæv	hˈæv	eng
3001				eng
3002	you	jˈu	jˈu	eng
3003	you	jˈu	jˈu	eng
3004	have	hˈæv	hˈæv	eng
3005				eng
3006	mathematical	mˌæθʌmˈætɪkʌl	mˌæθmˈætɪkʌl	eng
3007	ways	wˈeɪz	wˈeɪz	eng
3008	to	tˈu	tˈu	eng
3009	solve	sˈɑlv	sˈɑlv	eng
3010	some	sˈʌm	sˈʌm	eng
3011	data	dˈeɪtʌ	dˈeɪtʌ	eng
3012				eng
3013	I	ˈaɪ	ˈaɪ	eng
3014				eng
3015	I	ˈaɪ	ˈaɪ	eng
3016	like	lˈaɪk	lˈaɪk	eng
3017	mathematics	mˌæθʌmˈætɪks	mˌæθʌmˈætɪks	eng
3018	very	vˈɛɹi	vˈɛɹɪ	eng
3019	much	mˈʌʧ	mˈʌʧ	eng
3020				eng
3021	when	wˈɛn	wˈən	eng
3022	I	ˈaɪ	ˈaɪ	eng
3023	yeah	jˈæ	jˈæ	eng
3024	when	wˈɛn	wˈən	eng
3025	I	ˈaɪ	ˈaɪ	eng
3026	was	wˈɑz	wˈɑz	eng
3027	a	ʌ	ʌ	eng
3028				eng
3029	/w/	w	w	eng
3030	when	wˈɛn	wˈɛn	eng
3031	I	ˈaɪ	ˈaɪ	eng
3032	was	wˈɑz	wˈɑz	eng
3033	in	ɪn	ɪn	eng
3034	high	hˈaɪ	hˈaɪ	eng
3035	school	skˈul	skˈul	eng
3036	and	ʌnd	æn	eng
3037				eng
3038				eng
3039	you	jˈu	jˈu	eng
3040	know	nˈoʊ	nˈoʊ	eng
3041	we	wˈi	wˈɪ	eng
3042	have	hˈæv	hˈæv	eng
3043	the	ðʌ	ðə	eng
3044	gaokao	ɡowkaw	ɡowkaw	eng
3045	the	ðʌ	ði	eng
3046	exam	ɪgzˈæm	ɪzˈæm	eng
3047	the	ðʌ	ðə	eng
3048	university	jˌunʌvˈɝsʌti	jˌunʌvˈɝsʌti	eng
3049	entrance	ˈɛntɹʌns	ˈɛntɹʌns	eng
3050	exam	ɪgzˈæm	ɪgzˈæm	eng
3051	and	ʌnd	æn	eng
3052				eng
3053	I	ˈaɪ	ˈaɪ	eng
3054	I	ˈaɪ	ˈaɪ	eng
3055	told	tˈoʊld	tˈoʊld	eng
3056	my	mˈaɪ	mˈaɪ	eng
3057	parents	pˈɛɹʌnts	pˈɛɹʌnts	eng
3058	that	ðˈæt	ðˈæt	eng
3059	I	ˈaɪ	ˈaɪ	eng
3060	want	wˈɑnt	wˈɑnt	eng
3061	to	tˈu	tˈu	eng
3062	learn	lˈɝn	lˈɝn	eng
3063	mathematics	mˌæθʌmˈætɪks	mˌæθmˈætɪks	eng
3064	in	ɪn	ɪn	eng
3065	the	ðʌ	ðə	eng
3066	university	jˌunʌvˈɝsʌti	jˌunʌvˈɝsʌti	eng
3067	and	ʌnd	æn	eng
3068				eng
3069	he	hˈi	hˈi	eng
3070	my	mˈaɪ	mˈaɪ	eng
3071	my	mˈaɪ	mˈaɪ	eng
3072	father	fˈɑðɝ	fˈɑðɝ	eng
3073	told	tˈoʊld	tˈoʊld	eng
3074	me	mˈi	mˈi	eng
3075				eng
3076	are	ˈɑɹ	ˈɑɹ	eng
3077	you	jˈu	jˈu	eng
3078	serious	sˈɪɹiʌs	sˈɪɹiʌs	eng
3079	you	jˈu	jˈu	eng
3080	you	jˈu	jˈu	eng
3081	have	hˈæv	hˈæv	eng
3082				eng
3083	you	jˈu	jˈu	eng
3084	you	jˈu	jˈu	eng
3085	have	hˈæv	hˈæv	eng
3086	how	hˈaʊ	hˈaʊ	eng
3087	to	tˈu	tˈu	eng
3088	say	sˈeɪ	sˈeɪ	eng
3089				eng
3090	take	tˈeɪk	tˈeɪk	eng
3091	the	ðʌ	ðə	eng
3092	exam	ɪgzˈæm	ɪgzˈæm	eng
3093	twice	twˈaɪs	twˈaɪs	eng
3094	and	ʌnd	æn	eng
3095				eng
3096	you	jˈu	jˈu	eng
3097	are	ˈɑɹ	ˈɑɹ	eng
3098	just	ʤˈʌst	ʤˈʌs	eng
3099	so	sˈoʊ	sˈoʊ	eng
3100	so	sˈoʊ	sˈoʊ	eng
3101	you	jˈu	jˈyʔ	eng
3102	you	jˈu	jˈyʔ	eng
3103	you	jˈu	jˈu	eng
3104	are	ˈɑɹ	ˈɑɹ	eng
3105	not	nˈɑt	nˈɑt	eng
3106	a	ʌ	ʌ	eng
3107	scientist	sˈaɪʌntɪst	sˈaɪʌntɪst	eng
3108	you	jˈu	jˈyʔ	eng
3109	you	jˈu	jˈyʔ	eng
3110	you	jˈu	jˈu	eng
3111	are	ˈɑɹ	ˈɑɹ	eng
3112	not	nˈɑt	nˈɑt	eng
3113				eng
3114	born	bˈɔɹn	bˈɔɹn	eng
3115	to	tˈu	tˈu	eng
3116	be	bˈi	bˈi	eng
3117	a	ʌ	ʌ	eng
3118	scientist	sˈaɪʌntɪst	sˈaɪʌntɪst	eng
3119	coz	kˈɑz	kˈɑz	eng
3120	your	jˈɔɹ	jˈɔɹ	eng
3121	your	jˈɔɹ	jˈɔɹ	eng
3122	scores	skˈɔɹz	skˈɔɹz	eng
3123	are	ˈɑɹ	ˈɑɹ	eng
3124	not	nˈɑt	nˈɑ	eng
3125	so	sˈoʊ	sˈoʊ	eng
3126	high	hˈaɪ	hˈaɪ	eng
3127	compared	kʌmpˈɛɹd	kʌmpˈɛɹd	eng
3128	to	tˈu	tˈu	eng
3129				eng
3130	other	ˈʌðɝ	ˈʌðɝ	eng
3131	people	pˈipʌl	pˈipʌl	eng
3132	so	sˈoʊ	sˈoʊ	eng
3133	you	jˈu	jˈʊ	eng
3134	can	kˈæn	kˈæn	eng
3135	go	gˈoʊ	gˈoʊ	eng
3136	to	tˈu	tˈu	eng
3137	top	tˈɑp	tˈɑp	eng
3138	universities	jˌunʌvˈɝsʌtiz	jˌunʌvˈɝsʌtiz	eng
3139	to	tˈu	tˈu	eng
3140	ten	tˈɛn	tˈɛn	eng
3141	universities	jˌunʌvˈɝsʌtiz	jˌunʌvˈɝsʌtiz	eng
3142	you	jˈu	jˈʊ	eng
3143	you	jˈu	jˈʊ	eng
3144	you	jˈu	jˈu	eng
3145	are	ˈɑɹ	ˈɑɹ	eng
3146	just	ʤˈʌst	ʤˈʌs	eng
3147	normal	nˈɔɹmʌl	nˈɔɹmʌl	eng
3148	people	pˈipʌl	pˈipʌl	eng
3149	you	jˈu	jˈʊ	eng
3150	you	jˈu	jˈu	eng
3151	have	hˈæv	hˈæv	eng
3152	to	tˈu	tˈu	eng
3153	confess	kʌnfˈɛs	kʌnfˈɛs	eng
3154	that	ðˈæt	ðˈæt	eng
3155	you	jˈu	jˈu	eng
3156	you	jˈu	jˈu	eng
3157	have	hˈæv	hˈæv	eng
3158	to	tˈu	tˈu	eng
3159				eng
3160	accept	æksˈɛpt	æksˈɛpt	eng
3161	that	ðˈæt	ðˈæt	eng
3162				eng
3163	you	jˈu	jˈyʔ	eng
3164	you	jˈu	jˈu	eng
3165	are	ˈɑɹ	ˈɑɹ	eng
3166	not	nˈɑt	nˈɑt	eng
3167	born	bˈɔɹn	bˈɔɹn	eng
3168	to	tˈu	tˈu	eng
3169	be	bˈi	bˈi	eng
3170	a	ʌ	ʌ	eng
3171	/mæθəmæ/	mæθəmæ	mæθəmæ	eng
3172	mathematic	mˌæθʌmˈætɪk	mˌæθmˈætɪk	eng
3173				eng
3174	mh	ˈɛmˈ	ˈɛmˈ	eng
3175				eng
3176	so	sˈoʊ	sˈoʊ	eng
3177				eng
3178	we	wˈi	wˈi	eng
3179	we	wˈi	wˈi	eng
3180	have	hˈæv	hˈæv	eng
3181	to	tˈu	tˈu	eng
3182	stop	stˈɑp	stˈɑp	eng
3183	your	jˈɔɹ	jˈɔɹ	eng
3184	dream	dɹˈim	dɹˈim	eng
3185				eng
3186	I	ˈaɪ	ˈaɪ	eng
3187	I	ˈaɪ	ˈaɪ	eng
3188	have	hˈæv	hˈæv	eng
3189	accepted	æksˈɛptɪd	æksˈɛptɪd	eng
3190	that	ðˈæt	ðˈæt	eng
3191				eng
3192	recently	ɹˈisʌntli	ɹˈɪsʌntli	eng
3193	ehm	ɛm	ɛm	eng
3194	coz	kˈɑz	kˈɑz	eng
3195	coz	kˈɑz	kˈɑz	eng
3196	being	bˈiɪŋ	bˈiɪŋ	eng
3197	a	ʌ	ʌ	eng
3198	linguist	lˈɪŋgwɪst	lˈɪŋgwɪst	eng
3199	you	jˈu	jˈu	eng
3200	can	kˈæn	kˈæn	eng
3201	also	ˈɔlsoʊ	ˈɔlsoʊ	eng
3202				eng
3203	have	hˈæv	hˈæv	eng
3204	have	hˈæv	hˈæv	eng
3205	some	sˈʌm	sˈʌm	eng
3206	mathematical	mˌæθʌmˈætɪkʌl	mˌæθmˈætɪkʌl	eng
3207	ways	wˈeɪz	wˈeɪz	eng
3208	to	tˈu	tˈu	eng
3209	to	tˈu	tˈu	eng
3210	solve	sˈɑlv	sˈɑlv	eng
3211	your	jˈɔɹ	jˈɔɹ	eng
3212	data	dˈeɪtʌ	dˈeɪtʌɹ	eng
3213	yeah	jˈæ	jˈæ	eng
3214	it's	ˈɪts	ˈɪts	eng
3215	it's	ˈɪts	ˈɪts	eng
3216	exciting	ɪksˈaɪtɪŋ	ɪksˈaɪtɪŋ	eng
3217				eng
3218	and	ʌnd	æn	eng
3219				eng
3220	ehm	ɛm	ɛm	eng
3221	if	ˈɪf	ˈɪf	eng
3222	you	jˈu	jˈu	eng
3223	if	ˈɪf	ˈɪf	eng
3224	you	jˈu	jˈu	eng
3225	don't	dˈoʊnt	dˈoʊnt	eng
3226	learn	lˈɝn	lˈɝn	eng
3227	ehm	ɛm	ɛm	eng
3228	the	ðʌ	ðə	eng
3229	/kæ/	kæ	kæ	eng
